"current_path","classification","original_path","destination_applied","in_repo_now","active_consumer","referenced_by","requires_local_data","manuscript_relevant","safe_to_move","notes"
"Testing/tests/test_first_night_domain_contract.R","portable_test","Testing/test_first_night_domain_contract.R","Testing/tests/test_first_night_domain_contract.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_first_night_domain_contract.R` from the repo root.","none","no","indirect","yes","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 8) then six source_mmm_helper() calls (phase_classification, animalpos_preprocessing, first_night_window, hmm_stage14, first_night_domain_helpers, first_night_domain_driver) which resolve off the absolute MMM_REPO_ROOT. Only the first source() is CWD-relative; both mechanisms are depth-robust. No data reads whatsoever - grep's only 'RFID' hit is inside a check() message string ('every declared contributor must be a standardized raw RFID feature'). Locks the audited domain formulas, adjacency-aware RMSSD (mmm_n_adjacent_pairs must exclude the bridged 3->100 jump), within-Sex standardization, sign orientation and FDR family sizes."
"Testing/tests/test_first_night_window_parity.R","portable_test","Testing/test_first_night_window_parity.R","Testing/tests/test_first_night_window_parity.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_first_night_window_parity.R` from the repo root.","Functions/first_night_window_helpers.R:21 (plain comment - safe to edit); Functions/first_night_domain_driver.R:83 - CAUTION: `selector_parity = ""Testing/test_first_night_window_parity.R asserts equality with Stage 09""` is a FIELD of window_contract, written to first_night_window_contract.csv; Analysis/14_systems_neuroscience_summary_dashboard.R:5693 - CAUTION: inside first_night_documentation$text, written to tables/sis_first_night_documentation.csv","partial","indirect","yes_with_reference_updates","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 15) + five source_mmm_helper() calls; parse(""Analysis/09_early_prediction_model_ladder.R"") is CWD-relative. Depth-independent. Section B's live 111-animal check uses getOption(""mmm.project_root"", <S: default>) and is guarded by `if (!file.exists(f)) { message(""SKIP live parity ...""); next }`, so it degrades cleanly; Section A (fixture animals A/B/C, 72 slots, 5 missing leading, elapsed-slot anchoring) always runs. MOST IMPORTANT FINDING OF THIS FILE: 2 of its 3 references are baked into SHIPPED CSV CONTENT (first_night_window_contract.csv and sis_first_night_documentation.csv). Renaming the path there is not a comment edit - it changes artifact bytes and any SHA-256 manifest covering them. Recommend leaving those two strings untouched, or accepting a regeneration+rehash. || MOVE_BREAKS: nothing at runtime; updating the two output-embedded references would change the content of first_night_window_contract.csv and sis_first_night_documentation.csv"
"Testing/tests/test_hmm_stage14_contract.R","portable_test","Testing/test_hmm_stage14_contract.R","Testing/tests/test_hmm_stage14_contract.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_hmm_stage14_contract.R` from the repo root.","Testing/audit_hmm_state_architecture_provenance_addendum.R:105 - CAUTION: that string is a cell in the `consumed` tibble that is written out via write_csv(consumed, .../audit_doc_v7_artifact_consumption_map.csv)","partial","indirect","yes_with_reference_updates","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 9) + source_mmm_helper(""hmm_stage14_helpers.R""). Depth-robust. The S: block is explicitly opt-in and self-documented at line 171: 'The full E9 fixture/data check is enabled automatically when S: is present', guarded by `if (file.exists(full_data_path))` and a nested `if (file.exists(qc_path) && file.exists(occupancy_path))`. Sections A/B/G/H (alias collapsing 0004->4, Welch exclusion, n counting 8 animals not 32 cage-change rows) always run in memory. REFERENCE CAUTION: the addendum's mention embeds the literal 'Testing/test_hmm_stage14_contract.R:196-207' into a written audit CSV, so editing it changes that artifact's bytes - update only if regenerating that audit output is acceptable. || MOVE_BREAKS: nothing at runtime; updating the addendum reference would alter the content of audit_doc_v7_artifact_consumption_map.csv"
"Testing/tests/test_identity_comparison_engine.R","portable_test","Testing/test_identity_comparison_engine.R","Testing/tests/test_identity_comparison_engine.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_identity_comparison_engine.R` from the repo root.","none","no","indirect","yes","Root resolution: single CWD-relative `source(""Functions/identity_correction_comparison_helpers.R"")` at line 10. No _pipeline_setup.R, no setwd, no --file=. Depth-independent. Entirely in-memory tibbles (compare_identity_table on hand-built old/new frames); header states 'no S: drive access required' and grep for S:/read_csv/list.files found nothing. Zero repo-wide references."
"Testing/tests/test_output_path_length.R","portable_test","Testing/test_output_path_length.R","Testing/tests/test_output_path_length.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_output_path_length.R` from the repo root.","Functions/behavioral_dynamics_helpers.R:76 (plain comment, not written to any output)","no","indirect","yes_with_reference_updates","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 16), CWD-relative + parent-walking fallback. Depth-independent. Portable despite the S: string: project_root = getOption(""mmm.project_root"", <S: default>) is used only as ARITHMETIC INPUT - the test builds candidate Stage 15 paths and asserts nchar() budgets; it never reads them. The two live-tree scans are guarded by dir.exists(d) (line 77) and dir.exists(s16) (line 109). LOAD-BEARING CONSTANT: the hardcoded S: root string determines the measured path lengths and hence the >=20-char margin assertion, so it must not be shortened/edited during the restructure or the test's meaning changes. Lines 25-26 also assert the root is NOT a temp dir, so it cannot be neutralized by pointing at tempdir(). No setter for options(mmm.project_root) exists anywhere in the repo, so the default always applies. || MOVE_BREAKS: nothing at runtime; only the stale comment path in Functions/behavioral_dynamics_helpers.R:76"
"Testing/tests/test_phase_classification.R","portable_test","Testing/test_phase_classification.R","Testing/tests/test_phase_classification.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_phase_classification.R` from the repo root.","manuscript/Fig1_behavior_candidates/build_fig1_candidates.R:277 (plain R comment, not written to any output)","no","indirect","yes_with_reference_updates","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 5) then source_mmm_helper() for phase_classification_helpers.R and duration_normalization_helpers.R - those resolve off MMM_REPO_ROOT (absolute), so only the first source() is CWD-relative. Depth-independent. No file reads at all; locks out the Inactive-matches-Active substring bug. The single reference at build_fig1_candidates.R:277 is an ordinary code comment - I verified it is NOT interpolated into any write_table/write_csv call - so updating the path there is a pure documentation edit with no artifact impact. || MOVE_BREAKS: nothing at runtime; only the stale comment path in build_fig1_candidates.R:277"
"Testing/tests/test_stage09_endpoint_identity.R","portable_test","Testing/test_stage09_endpoint_identity.R","Testing/tests/test_stage09_endpoint_identity.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_stage09_endpoint_identity.R` from the repo root.","none","no","indirect","yes","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 16), CWD-relative + parent-walking fallback. Depth-independent. Header states 'Runs entirely in memory / tempdir(); no S: drive access required' and the grep confirms no S: path and no external read. Guards the n=111->88 join-drop regression where Stage 09 canonicalized only one side of the CombZ join. Zero repo-wide references."
"Testing/tests/test_stage09_primary_window.R","portable_test","Testing/test_stage09_primary_window.R","Testing/tests/test_stage09_primary_window.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_stage09_primary_window.R` from the repo root.","none","no","indirect","yes","Root resolution is MIXED but safe: line 20 sources Functions/animalpos_preprocessing_helpers.R through an ABSOLUTE file.path(Sys.getenv(""MMM_REPO_DIR"", unset=""C:/Users/topohl/Documents/GitHub/MMMSociability""), ...), but - unlike its two siblings - it does NOT setwd(), and line 29 then uses the CWD-relative STAGE09 <- ""Analysis/09_early_prediction_model_ladder.R"". So it depends on CWD == repo root (already true for the documented invocation) and is depth-independent either way. Stage 09 is parsed, never executed: only the 9 named top-level defs (select_primary_active_window, is_active_phase, early_window_hours=12, bin_size_min=10, expected_early_bins_per_animal=72, ...) are evaluated, so no data is read. Guards the confirmed results-changing 'inactive contains active' str_detect defect."
"Testing/tests/test_stage14_upstream_registry.R","portable_test","Testing/test_stage14_upstream_registry.R","Testing/tests/test_stage14_upstream_registry.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_stage14_upstream_registry.R` from the repo root.","none","no","indirect","yes","Root resolution: `source(""Analysis/_pipeline_setup.R"")` (line 9), CWD-relative + parent-walking fallback. Depth-independent. Every fixture is built under tempdir() (bases mmm_test1..mmm_testD) with write_stub(); the many analysis_ready/... strings in this file are RELATIVE sub-paths joined onto those tempdirs, not S: reads - I traced each one. Exercises resolve_stage09_early_prediction_artifact() canonical-vs-legacy precedence. Zero repo-wide references."
"Testing/tests/test_stage19_group_sex_labels.R","portable_test","Testing/test_stage19_group_sex_labels.R","Testing/tests/test_stage19_group_sex_labels.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_stage19_group_sex_labels.R` from the repo root.","none","partial","indirect","yes","Root resolution: Sys.getenv(""MMM_REPO_DIR"", unset=""C:/.../GitHub/MMMSociability"") + setwd(repo) (lines 24-25); readLines(""Analysis/19_spatial_occupancy_maps.R"") afterwards. Location-independent. Its optional data block does NOT touch S: at all - it reads OUT <- Sys.getenv(""MMM_STAGE19_OUT"", unset = ""C:/tmp/s19v""), a scratch validation-run directory, and is fully guarded by `if (dir.exists(D) && file.exists(...))` with an explicit SKIPPED else branch. Checks 1-3 (factor-code corruption: chr[i] <- factor_element storing the integer code, so 'RES' becomes '2') are pure in-memory and always run. Checks 4-8 only upgrade when a validated run is present."
"Testing/tests/test_stage19_identity_and_stage06_schema.R","portable_test","Testing/test_stage19_identity_and_stage06_schema.R","Testing/tests/test_stage19_identity_and_stage06_schema.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_stage19_identity_and_stage06_schema.R` from the repo root.","none","partial","indirect","yes","Root resolution: Sys.getenv(""MMM_REPO_DIR"", unset=""C:/.../GitHub/MMMSociability"") + setwd(repo) (lines 23-24), then ABSOLUTE file.path(repo, ""Functions"", ...) sources. Location-independent. Local data is OPTIONAL and correctly guarded: line 135 hardcodes the S: Stage 01 export and line 136 wraps every read in `if (file.exists(s01))`, with an explicit else branch printing 'PASS (structural only; canonical export not mounted)'. So checks 3-4 (roster = 111 animals, 24 CON / 49 RES / 38 SUS, 58 F / 53 M, animal 4 = SUS) upgrade from structural to verified when S: is present, and the script still exits 0 without it. Checks 5-7 readLines(""Analysis/06_dynamic_social_networks.R"") - repo file, always available after setwd."
"Testing/tests/test_write_registry_rerun_behavior.R","portable_test","Testing/test_write_registry_rerun_behavior.R","Testing/tests/test_write_registry_rerun_behavior.R",TRUE,"none - no runner/CI. Invoked manually as `Rscript Testing/test_write_registry_rerun_behavior.R` from the repo root.","none","no","indirect","yes","Root resolution: `source(""Analysis/_pipeline_setup.R"")` TWICE (lines 22 and 32) - deliberate, since the whole point is to simulate a same-session stage rerun re-entering the pipeline entrypoint and re-creating .mmm_output_write_registry. Both are CWD-relative + parent-walking fallback, so depth-independent and the double-source is unaffected by a move. All I/O is tempfile()-based (tmp, tmp2, tmp3). Zero repo-wide references."
